,asin,helpful,overall,reviewerID,unixReviewTime
795,790729350,"[9, 14]",4,A2094KAP3ZC6RA,1041379200
796,790729350,"[0, 0]",4,A3LKGCBWNFVEJ6,1003017600
797,790729350,"[1, 5]",5,A3UDYY6L2NH3JS,1277424000
798,790729350,"[1, 1]",5,A3K66JO8D0C6KU,1374710400
799,790729350,"[0, 0]",5,A3BYDSHXGS4H8O,1386547200
800,790729350,"[236, 247]",4,A12R54MKO17TW0,1244505600
801,790729350,"[10, 12]",5,A2U8LADYTA9SXQ,1089590400
802,790729350,"[10, 10]",4,AHT55KXRUB3N5,1245456000
803,790729350,"[8, 10]",5,A1EARN5PUVIF1S,1244937600
804,790729350,"[128, 146]",1,A1Y80VJ4QTU6TL,1247011200
805,790729350,"[8, 11]",3,A2S3AJQVH8710K,952473600
806,790729350,"[5, 6]",5,A1G9UEWALDT9JI,1104796800
807,790729350,"[1, 10]",4,A2X6GEC6LCDN4S,1123804800
808,790729350,"[1, 1]",5,A235FM9P7NUROA,1241136000
809,790729350,"[5, 5]",5,A343CRJ1JDE6RP,1248048000
810,790729350,"[7, 7]",4,A2NAS1SWX9QXJE,1244937600
811,790729350,"[1, 2]",3,ASS1P2AA9MSY5,1292371200
812,790729350,"[2, 5]",5,A10ODC971MDHV8,1125964800
813,790729350,"[2, 2]",5,A1KSIS97IZIIXG,1263254400
814,790729350,"[2, 2]",5,A1FWFCJU2G7TRA,1350691200
815,790729350,"[0, 0]",3,A3EJVX1AUPECHK,1377648000
816,790729350,"[0, 0]",5,A3UHTDUT6WP78A,1356048000
817,790729350,"[0, 6]",4,A39N8MYUWVFDEQ,1246752000
818,790729350,"[0, 0]",4,APVHJE8AZKQNK,1250726400
819,790729350,"[0, 0]",5,A24VQTY2LYNAFT,1385164800
820,790729350,"[1, 1]",5,A1NBPUOE3AVMGQ,994896000
821,790729350,"[5, 5]",4,A6F97U4CSFDAP,1274227200
822,790729350,"[2, 4]",5,A3NEN5NMJ78CWF,1128297600
823,790729350,"[0, 0]",5,ATJS3GY6OFSZ3,1382054400
824,790729350,"[1, 3]",4,A200POVWP6M5D8,1140048000
825,790729350,"[0, 3]",5,A3N6TKNMKLCV5R,1185148800
826,790729350,"[0, 2]",5,AUGABW5AS2OXM,999302400
827,790729350,"[0, 0]",5,A3QZ81L3DIO5C1,1320278400
828,790729350,"[0, 0]",3,A2SUI3CLLS2YAM,1385856000
829,790729350,"[14, 17]",5,A9E2WV2FXFNCC,1076803200
830,790729350,"[20, 23]",5,A3IB1W0SVED0Z3,1001116800
831,790729350,"[18, 19]",4,A2XQAOZATDMVXX,1246147200
832,790729350,"[6, 16]",3,A49WQJ99DTIQE,1178496000
833,790729350,"[0, 0]",4,A1NY71DI2EIUTP,1373587200
834,790729350,"[1, 3]",4,AGUAHW8ZE19C6,1246838400
835,790729350,"[9, 10]",3,A25ZVIPQV9CKAU,1274400000
836,790729350,"[0, 2]",5,A235DY55MXSWZW,1390780800
837,790729350,"[0, 0]",5,A1GY50F15SM4G1,1404604800
838,790729350,"[0, 0]",5,A1NS13PYQB7K6X,1367193600
839,790729350,"[3, 30]",3,A3HVX92COB2N1Y,1013817600
840,790729350,"[2, 2]",4,A344OH2S0Y7HSE,1244592000
841,790729350,"[31, 36]",5,A1GN8UJIZLCA59,981072000
842,790729350,"[1, 18]",1,A2OGEHD9WNA72N,1277683200
843,790729350,"[4, 7]",5,A2CL0JE11EPADZ,1124582400
844,790729350,"[2, 4]",4,A386NVAVQV5WUO,1014768000
845,790729350,"[0, 0]",5,AEDS7C26794DH,1402012800
846,790729350,"[7, 8]",5,A2ZAS1OA2E02AS,1245628800
847,790729350,"[1, 1]",5,A13N7PFJCNYJAB,1246924800
848,790729350,"[10, 11]",4,A13PBZLCDF7AM9,962582400
849,790729350,"[0, 1]",5,AZJS53GKC9YWC,1247443200
850,790729350,"[0, 0]",5,A1HO42511U4K03,1374537600
851,790729350,"[17, 18]",5,A16LD1YS6X3W4Q,1244592000
852,790729350,"[0, 0]",5,A2VIYTWXANL343,1252886400
853,790729350,"[0, 0]",5,A13ZC6HKR21QXI,1252281600
854,790729350,"[3, 6]",3,AHABFECTNE15I,1245110400
855,790729350,"[2, 4]",3,A1TUUFVEW3O5PX,1293408000
856,790729350,"[1, 1]",5,A1K3NQAO49LXL2,1374883200
857,790729350,"[0, 0]",4,A2X5ATTHWG7JMM,1401840000
858,790729350,"[3, 3]",5,A35AMOEXHWCSHT,1258243200
859,790729350,"[1, 1]",5,A2SDM2D1X3HE7Z,1282003200
860,790729350,"[1, 1]",5,A3600EP59PMKNK,1365811200
861,790729350,"[0, 0]",5,ACXB4KQWRE5JG,1383436800
862,790729350,"[2, 3]",3,A4OEY4F36CGP1,1340582400
863,790729350,"[0, 15]",1,A2XSBJ73JROJ48,1369094400
864,790729350,"[6, 7]",5,A1KMG1AIUS00DC,1247270400
865,790729350,"[0, 0]",5,ASLCO1ENUC3U3,1276992000
866,790729350,"[3, 17]",4,A1846P4APGPQCU,1053302400
867,790729350,"[0, 0]",5,AFEN54UGJQOK9,1144281600
868,790729350,"[0, 0]",5,A3HYXT5BLIPTVZ,1220572800
869,790729350,"[9, 10]",5,A3S1EUMKDM571E,1244592000
870,790729350,"[0, 0]",5,A1UGZHQTX5GOPQ,1397347200
871,790729350,"[3, 3]",5,A1IFHFXIHESV28,981849600
872,790729350,"[1, 1]",4,A38QEATH3NODFM,1166659200
873,790729350,"[2, 2]",5,A3O536E2YOKK4Y,1387670400
874,790729350,"[0, 3]",5,AB2AQMK9PCWWX,1008720000
875,790731436,"[2, 2]",5,A2BKFX67DBRYPA,1057536000
876,790731436,"[0, 0]",3,AQZH7YTWQPOBE,1259280000
877,790731436,"[3, 3]",5,A4KJTS5P78ICU,1229817600
878,790731436,"[0, 0]",5,A2OYT6UXIH4WSS,1256860800
879,790731436,"[0, 0]",5,AER15RIMV8E6D,1261612800
880,790731436,"[2, 2]",5,A1G5R7BCVM5ULQ,1006300800
881,790731436,"[0, 1]",5,A1AMCR6ISCN2Z6,1181606400
882,790735628,"[2, 2]",4,A1R1BR8TMVGNZJ,1078531200
883,790735628,"[1, 1]",3,A39CX0EE4BZCZC,1237420800
884,790735628,"[2, 2]",5,A1XN6MBYDBTX16,998784000
885,790735628,"[0, 0]",5,AEFUCTZ7WM5RN,1361750400
886,790735628,"[22, 22]",5,A2Z13QAST1E7Q9,1043107200
887,790742624,"[14, 15]",4,A3CDG6F1JKU0W1,974764800
888,790742624,"[3, 3]",5,A3S41FR6CM3W3Q,1044748800
889,790742624,"[0, 0]",5,A1G0VFQ9198IUF,1327968000
890,790742624,"[0, 0]",5,A31RM5QU797HPJ,1021939200
891,790742624,"[1, 1]",5,A1N2D7LLBAY25B,995414400
892,790742624,"[1, 1]",5,A1BPLB568L0J54,994723200
893,790742624,"[1, 7]",3,A1BBNGX63YG7PE,1031270400
894,790742624,"[0, 0]",5,AM0BN7UT9ZVGV,1215129600
895,790742624,"[0, 0]",5,A2HSWB1O5C216J,990403200
896,790742624,"[0, 0]",5,A31EWUKLNP3NI8,1382400000
897,790742624,"[0, 0]",4,A1KNGXP8K1YN5D,1389052800
898,790742624,"[0, 0]",5,A2DCS39GFBJV24,1358380800
899,790742624,"[0, 0]",5,AN360XSYLHSVH,1330992000
900,790742624,"[1, 1]",5,AXAT12OVCGZL2,959644800
901,790742624,"[0, 0]",3,A2GVURA3BR63YD,1356307200
902,790742624,"[3, 7]",1,A2ZQW7SNUIUBTB,1275868800
903,790742624,"[0, 0]",5,A6GMEO3VRY51S,1269907200
904,790742624,"[9, 9]",4,A2UQIIJ2CD8REE,1180569600
905,790742624,"[1, 1]",5,A1TH45SI84KQJW,985478400
906,790742624,"[0, 0]",5,A9VWD31JTWJDX,1357084800
907,792836030,"[0, 1]",4,A2PV6GK1HV54Y9,1209513600
908,792836030,"[1, 5]",3,A1GSR7RGCG1QYZ,1222387200
909,792836030,"[1, 2]",5,A1534MBU6VJXYN,1116720000
910,792836030,"[4, 11]",2,A2BJAET1P9QUGZ,1276732800
911,792836030,"[2, 2]",4,ABH4G7TVI6G2T,1149984000
912,792836030,"[1, 1]",5,ATRUKHR9SPZMR,1166745600
913,792836030,"[0, 0]",3,A3TU7M7P7JHRPY,1396224000
914,792836030,"[0, 0]",5,AFHX0CITLH3BB,1043971200
915,792836030,"[0, 0]",5,A7YYMVYQBD75L,1395532800
916,792836030,"[0, 0]",5,AQUNXYDV20Z9R,1403136000
917,792836030,"[2, 3]",5,AKMEY1BSHSDG7,1261612800
918,792836030,"[1, 1]",5,A1E1LEVQ9VQNK,1385078400
919,792836030,"[0, 0]",5,A1PF66JCLIN7GD,1382400000
920,792836030,"[0, 0]",3,A2W8C6B03IYGDA,1402531200
921,792836030,"[0, 0]",4,AE2SDFQQCDLED,1405036800
922,792836030,"[0, 0]",5,A333EWPFE5XE20,1346889600
923,792836030,"[1, 1]",5,A1GSUBM9QPHUK3,1380758400
924,792836030,"[1, 1]",5,A1K4AVQIU704DY,1373673600
925,792836030,"[5, 6]",5,A25FL6VLD7S23S,1203292800
926,792836030,"[6, 6]",5,A3AT23Y9QQ6JT5,1224633600
927,792836030,"[1, 1]",4,A2HPZG2MO45C77,1370217600
928,792836030,"[2, 3]",5,A81P47EIXM8HA,1186531200
929,792836030,"[0, 0]",4,A1ASP2IZ6WG84U,1367625600
930,792836030,"[3, 3]",5,A1PWCRJ4AK0E35,1197936000
931,792836030,"[1, 2]",5,A1W4I6MQFGKT48,1278892800
932,792836030,"[1, 2]",5,A2UTEYPYN28NPH,1186099200
933,792836030,"[18, 20]",4,A1J03J0HZ7KU5T,1111363200
934,792836030,"[12, 17]",3,AHABFECTNE15I,1231545600
935,792836030,"[0, 0]",5,A2R3JI8YFCAK90,1394496000
936,792836030,"[0, 0]",5,A2I92HD4VS0SJW,1353369600
937,792836030,"[0, 0]",4,A96K1ZGW56S2I,1396051200
938,792836030,"[0, 0]",5,A3AJSON8SXXBX5,1375228800
939,792836030,"[0, 0]",5,A1A8YLNAO5G16U,1223510400
940,792839420,"[3, 3]",2,A1LBAC84TLIGAX,1262476800
941,792839420,"[12, 18]",1,A31RM5QU797HPJ,1019779200
942,792839420,"[2, 5]",3,A13IJSSLR27SU,1008720000
943,792839420,"[6, 6]",1,A21XZF5ZHKK5EM,1285113600
944,792839420,"[7, 18]",5,A2O7XXGIOYVR8R,1036972800
945,792839420,"[1, 8]",5,AOIK2JWRLMC5W,1173484800
946,792839420,"[6, 7]",1,ACMS7P063BE10,912643200
947,792839420,"[1, 1]",4,A1ZAN7KBME97B3,1380153600
948,792843630,"[0, 0]",5,A23L2BR07AOBG1,1326931200
949,792843630,"[1, 7]",2,A2SLA0SXRQV8M0,1201651200
950,792843630,"[4, 5]",5,AQ0CKK0YRTDQI,1127174400
951,792843630,"[0, 5]",2,A38IRL0X2T4DPF,1216771200
952,792843630,"[1, 1]",4,ANIMV3SPDD8SH,1094428800
953,972179518,"[6, 8]",4,A2QJC8A2HN5FWW,1120694400
954,972179518,"[0, 0]",3,A1VPZ97C56FP82,1394755200
955,972179518,"[0, 0]",5,A3EISFBTLEQC69,1221696000
956,972179518,"[1, 1]",5,AVUBO1W7EV0WJ,1188259200
957,972179518,"[7, 9]",5,A4VSZT8JX36XR,1124236800
958,972179518,"[1, 1]",5,A2BYV7S1QP2YIG,1400544000
959,972179518,"[3, 3]",5,A21EX7Y1N59C6D,1173744000
960,972179518,"[0, 1]",5,A3IKFS50FTX594,1398988800
961,972179518,"[7, 9]",5,A2QKZ1L8Q4IQYY,1169164800
962,972179518,"[0, 0]",5,A1CKP7DR7KV5E1,1386460800
963,972179518,"[19, 25]",5,AGOCUK7HRQ7P7,1150675200
964,972179518,"[88, 111]",5,A1ER5AYS3FQ9O3,1091232000
965,972179518,"[0, 0]",5,A4FFK8M1P0Y9,1388448000
966,972179518,"[5, 7]",5,A1GUX6R8DV3ZLY,1110067200
967,972179518,"[64, 85]",5,A1IANEBSMVGHS9,1064275200
968,972179518,"[4, 4]",4,A281NPSIMI1C2R,1281225600
969,972179518,"[0, 0]",4,A1MRRMHGV3PN5W,1204848000
970,1450734618,"[2, 2]",5,A32MTXFASQXBX,1321056000
971,1450734618,"[0, 0]",4,A2OXQPVQ4YD4TO,1364428800
972,1450734618,"[0, 0]",5,A1N3NCQFX2UDOY,1291075200
973,1450734618,"[1, 2]",4,A2NYPOQLOL61M4,1373846400
974,1450734618,"[0, 0]",5,A1D9U33OHQTO18,1339027200
975,1450734618,"[1, 1]",4,A2QNZ6HHHM7IPK,1384214400
976,1450734618,"[3, 3]",5,A1GN59H2960L61,1392249600
977,1450734618,"[37, 39]",5,A3I1Y7VG371U2C,1333497600
978,1450734618,"[1, 1]",1,A3NAE30TPIF0UC,1401062400
979,1452142726,"[1, 1]",5,AFU1PPMKAAB2C,1273622400
980,1452142726,"[16, 16]",5,AARJLW29JSF31,1128988800
981,1452142726,"[8, 8]",5,A20Z1PKIH0PFUF,1178928000
982,1452142726,"[0, 0]",5,A3HPR9TMQ5BER9,1395360000
983,1452142726,"[44, 46]",5,A1K98522MBZV0M,1112659200
984,1452142726,"[2, 2]",5,A34N546H79AIJK,1334620800
985,1452142726,"[9, 9]",5,A1Q8TMHHMPQHO9,1159488000
986,1452142726,"[0, 0]",5,A2UOZFKQYSKNC1,1350000000
987,1452142726,"[0, 0]",5,A13IKSGDYNBNQS,1178323200
988,1452142726,"[2, 3]",5,A31CWVNVR0IL9A,1176595200
989,1452142726,"[1, 1]",5,A2GWY78Y3YZ1I6,1229817600
990,1559615206,"[10, 10]",5,A20YL90L3KD122,955324800
991,1559615206,"[229, 232]",5,A26ZVF56HVNY64,1048636800
992,1559615206,"[1, 2]",1,A2Y30KFGWXM4R,1205798400
993,1559615206,"[13, 14]",5,A2QTOTWE5ZRCZK,1047686400
994,1559615206,"[3, 3]",5,A1QKUH2DFH6Y84,1193702400
995,1559615206,"[2, 2]",5,A2T4JGOMGBMPPO,1290729600
996,1559615206,"[22, 22]",4,A21XEK24CSUS11,1242086400
997,1559615206,"[14, 15]",4,A1I3BT13CQPZJ,1136332800
998,1559615206,"[21, 24]",1,A2DB720I9XRX7K,1172534400
999,1559615206,"[44, 47]",5,A2ZZHMT58ZMVCZ,1124668800
1000,1559615206,"[6, 6]",5,A3JCVRLBJH8KHW,1169683200
1001,1559615206,"[1, 1]",1,A3SJND5V257YKP,1399852800
1002,1559615206,"[0, 0]",5,AB5XEDIB4TFTS,1362614400
1003,1560395737,"[2, 4]",3,A32JKNQ6BABMQ2,1094860800
1004,1560395737,"[1, 3]",5,AOXX0U2T2BGYM,1255046400
1005,1560395737,"[0, 0]",5,A1LOACNK0QV9T4,1401580800
1006,1560395737,"[9, 11]",5,A1YB29BIDULEYE,1152489600
1007,1560395737,"[7, 9]",5,A1O8U0FEBTGRJP,981676800
1008,1560395737,"[0, 1]",5,A1IL8J4VRQV815,1067212800
1009,1560395737,"[2, 2]",5,A319SKSB556033,972950400
1010,1560395737,"[0, 1]",3,A3E33O7XU2MYL2,1050451200
1011,1560395737,"[31, 31]",5,AN98CVHAZA1P2,985305600
1012,1560395737,"[0, 1]",5,A1COW0UIB5HA9J,1030579200
1013,1560395737,"[0, 0]",5,A18NPNRL7UB7DD,1353888000
1014,1560395737,"[1, 1]",5,A2DONFXNT3O9JQ,1301270400
1015,1560395737,"[17, 17]",5,A2UQIIJ2CD8REE,1027555200
1016,1560395737,"[1, 1]",5,A1BA72K4VK1UN1,1313280000
1017,1560395737,"[1, 1]",5,A1WUMTJOASEL5F,1254268800
1018,1560395737,"[4, 5]",5,A3AKPY4LXIC24O,972086400
1019,1560395737,"[0, 0]",4,A3EOHYIHQM3KK,974073600
1020,1560395737,"[0, 0]",5,AHSF06670DDN8,1397088000
1021,1560395737,"[4, 7]",5,A1C9GCHR99WX3F,987465600
1022,1560395737,"[4, 5]",4,A96K1ZGW56S2I,1036886400
1023,1560395737,"[0, 0]",3,A254R1T0K6CLP6,968371200
1024,1560396237,"[4, 4]",5,A2DRHY9HJ4DE1F,1025913600
1025,1560396237,"[6, 6]",4,A2P49WD75WHAG5,1041984000
1026,1560396237,"[1, 1]",5,A2C7BOQVFH1HLE,1188000000
1027,1560396237,"[0, 0]",5,ABQ1O9EJN4XCR,970012800
1028,1560396237,"[1, 3]",5,A11XKY4EIU2KNR,1030320000
1029,1560396237,"[5, 6]",5,A3AYDEWU1EPF15,963619200
1030,1561270296,"[3, 4]",5,A2S59UCZM6XUAE,1168732800
1031,1561270296,"[21, 28]",5,A2NVI7WKXB0G2R,1064620800
1032,1561270296,"[3, 3]",5,AVMJOWP2ZPD2E,1371081600
1033,1561270296,"[7, 16]",1,A3DJU7CLZSTWDI,1028246400
1034,1561270296,"[6, 16]",5,A3BU6QT97HMF,1097452800
1035,1561270296,"[0, 0]",4,A1K2KJEO3EN0UG,1357171200
1036,1561270296,"[3, 7]",4,A1S9DE51HSTE1X,1021420800
1037,1561270296,"[2, 4]",5,AVOPXANTVVFD0,1163894400
1038,1561270296,"[33, 37]",4,A1NQUEOEMM92V3,1032739200
1039,1561270296,"[10, 10]",3,A175FVUGJLVQGW,1226361600
1040,1561270490,"[7, 8]",5,A2PXQGYYWWMIBD,1118534400
1041,1561270490,"[0, 0]",1,A1Q8WW227QVM4H,1387238400
1042,1561270490,"[26, 27]",2,A3825S00U7MADK,1074556800
1043,1561270490,"[2, 3]",5,A3TIL1PC2ZE97B,1190246400
1044,1561270490,"[9, 12]",2,A28DAALVESUM87,1039996800
1045,1561270490,"[4, 6]",2,AQOQXFDL1NYVW,1118966400
1046,1561278599,"[55, 57]",5,A2QZQBINBG6B5N,1018051200
1047,1561278599,"[3, 3]",5,A3THJ1JV2GIOQS,1170288000
1048,1561278599,"[18, 21]",5,AAO65TYIB3M98,1134604800
1049,1561278599,"[45, 47]",4,A3S5C7Y0WT2Q9N,1028592000
1050,1561278599,"[7, 7]",5,AKPID6CTUD8CX,975542400
1051,1561278599,"[7, 7]",5,A3FT799OERFPOX,1096156800
1052,1561278599,"[20, 21]",5,AUX9KZUUB3YCE,1056844800
1053,1561278599,"[2, 2]",5,A1BJREK8Z79SAP,1184198400
1054,156605334X,"[6, 8]",4,AGEIT17HENDIS,1189987200
1055,156605334X,"[0, 0]",4,A2HHPG6CKH3TI,1374537600
1056,156605334X,"[0, 0]",5,A1YCDZ4K4G0CN3,1183161600
1057,156605334X,"[0, 2]",3,A1PEYH5IMQTVHC,1265846400
1058,156605334X,"[7, 8]",5,A2BOW7LWR2KA27,1250985600
1059,156605334X,"[6, 6]",5,A2BPDFR58H9575,1228694400
1060,156605334X,"[0, 1]",5,ARO3XRYBWVQIB,932860800
1061,156605334X,"[3, 6]",3,A1NBPUOE3AVMGQ,998870400
1062,156605334X,"[5, 5]",5,ABDGZ9R4CSUQL,969408000
1063,156605334X,"[0, 0]",4,A1RCGK874Z6H7F,999993600
1064,156605334X,"[18, 26]",5,A3RTXOOL3H0T9R,962582400
1065,156605334X,"[0, 0]",5,AEDS7C26794DH,1402012800
1066,156605334X,"[0, 0]",4,A30VQ950X4WUAP,1404259200
1067,156605334X,"[2, 2]",5,A1966GJ0YNTLU9,1185235200
1068,156605334X,"[1, 4]",5,AI8XG6IBGIJ62,938822400
1069,156605334X,"[0, 0]",5,A3600EP59PMKNK,1365811200
1070,156605334X,"[1, 1]",5,A5MDRO10ON0I0,1283904000
1071,156605334X,"[2, 4]",5,A1R182T71EV7BZ,984182400
1072,1566053358,"[2, 2]",5,A1622K3BLYEKB5,993427200
1073,1566053358,"[0, 0]",5,A3UEJAMT65K6NC,1116633600
1074,1566053358,"[0, 1]",5,A9F2ZHGO5XJ20,962496000
1075,1566053358,"[0, 0]",5,AGVVGZ6HOI5HT,1083283200
1076,1566053358,"[1, 6]",5,A9Q28YTLYREO7,959472000
1077,1566053358,"[4, 4]",5,A3RTXOOL3H0T9R,958780800
1078,1566053358,"[7, 8]",5,AD29KEJMCAD76,1041811200
1079,1566053358,"[0, 2]",4,A6H9O39KLJQ7F,1006732800
1080,1566054834,"[1, 1]",3,A8IVYKSKP8QFY,1073520000
1081,1566054834,"[1, 4]",4,A3QGL82UQX0O5,1242345600
1082,1566054834,"[1, 1]",4,A16RUGERHJBSF2,995414400
1083,1566054834,"[0, 2]",4,A2GN3SKBEP7TRZ,1189036800
1084,1566054834,"[1, 3]",5,A3O09B6RMKC4IO,1173744000
1085,1566054834,"[12, 15]",4,APW72P4COWTBK,1168905600
1086,1566054834,"[7, 7]",4,A1KI4NA08HL4CP,1154476800
1087,1566054834,"[0, 0]",5,A3H8DM1AGBOJRQ,1363046400
1088,1566054834,"[3, 3]",4,A2JZHDXKW3X5HN,1122163200
1089,1566054834,"[3, 3]",3,ANAYSRE3LX8GZ,1081900800
1090,1566054834,"[14, 17]",3,A2WQY1B8ZS7QRZ,1112227200
1091,1566054834,"[5, 12]",1,ADQQE8RSV6KFP,1135209600
1092,1566054834,"[0, 1]",5,AUCPEVMDI046W,1254700800
1093,1566054834,"[0, 0]",5,A134EW7841S66U,1376265600
1094,1566054834,"[0, 0]",5,A33XY3PIE47G3Y,1375315200
1095,1566054834,"[2, 2]",4,A2CT2SA6KFE8GC,1031184000
1096,1566054834,"[1, 1]",5,A1WWABHEZN2I6N,1122940800
1097,1566054834,"[2, 3]",2,A3KJ6JAZPH382D,1044403200
1098,1566054834,"[3, 6]",1,AZV66HE38XDNF,1317772800
1099,1566054834,"[5, 6]",5,A88H1FJH7IYAG,984268800
1100,1566054834,"[28, 29]",5,A1NR6THMWS2JZO,1122940800
1101,1566054834,"[2, 2]",5,A31KW74PZBIA87,1193788800
1102,1568556888,"[68, 69]",5,AQ8DU6XVA3USJ,1013644800
1103,1568556888,"[7, 7]",5,A25QQ9L54F6GIA,1136419200
1104,1568556888,"[16, 21]",4,A5WN8L3I2CDV5,1101859200
1105,1568556888,"[0, 0]",5,A2Q0YCZ52W9DNU,1372377600
1106,1568556888,"[0, 0]",5,A1GZHZ6CCYMG03,1387843200
1107,1568556888,"[1, 1]",5,AEN6VC65TR0E9,1189814400
1108,1568556888,"[3, 4]",4,AHKB31M0FHI9J,1105315200
1109,1568556888,"[6, 6]",5,A2XSMM89SI8P6Y,1108944000
1110,1568556888,"[33, 36]",5,A1JAZQD0X39DDV,1099872000
1111,1568556888,"[0, 0]",5,A1STAI6FKVZZP3,1185580800
1112,1568556888,"[11, 48]",2,A1HXI1A02H60WY,1095897600
1113,1568556888,"[2, 2]",5,A1KIXYG6VA5X1A,990403200
1114,1568556888,"[5, 6]",5,A2GQ5E529B04A5,1116115200
1115,1568556888,"[5, 25]",1,A3V82O3ONDHN36,1044316800
1116,1568963696,"[21, 24]",5,AJWMVSLEVJ1UP,1041811200
1117,1568963696,"[1, 1]",4,A329456O25XIUW,1369958400
1118,1568963696,"[0, 0]",5,A34Z5G2PXBTOS6,1357171200
1119,1568963696,"[32, 34]",5,A3PWF2AQ5XYALW,1108512000
1120,1568963696,"[0, 0]",5,A2BVOBWH5P6ZYP,1397260800
1121,1568963696,"[0, 0]",5,A2LXGTBXSIGJEA,1399420800
1122,1568963696,"[0, 0]",5,A3588FFDIMQPFS,1369872000
1123,1569383421,"[13, 14]",5,A1IIP6H133D3E2,978220800
1124,1569383421,"[1, 2]",5,AD5QE35SO5OHN,1294531200
1125,1569383421,"[3, 31]",4,A1YCDZ4K4G0CN3,946944000
1126,1569383421,"[11, 11]",5,A13RG2WL01WQK5,945302400
1127,1569383421,"[20, 21]",5,A3LU79BYMWZEW9,959644800
1128,1569383421,"[7, 9]",5,AP1VMNL9ES720,970531200
1129,1569383421,"[6, 6]",5,A14OZOABKFNQPP,1103760000
1130,1569383421,"[0, 0]",5,A1U8PM2SXOWNXK,1374624000
1131,1569383472,"[0, 0]",4,ARF6ZM5J9VOWQ,1321228800
1132,1569383472,"[4, 7]",5,A18NPUB5CNXZOE,1156723200
1133,1569383472,"[16, 19]",1,A3VLAZEPO9UJEA,1150329600
1134,1569383472,"[1, 1]",1,A1ZOK0CE3WAW04,1342051200
1135,1569383472,"[0, 0]",5,A2I1J3LZZNUEUC,1388793600
1136,1569383480,"[0, 0]",2,A1ZG8IIBFRWMUJ,1322265600
1137,1569383480,"[0, 0]",3,A1ZOK0CE3WAW04,1343001600
1138,1569383480,"[31, 33]",4,A2HBOJCPXUHFMR,994636800
1139,1569383480,"[1, 1]",3,A2IG2FG7L85RMU,1197158400
1140,1569383480,"[0, 0]",5,A2Z5JKDIEZF57Q,1384905600
1141,1569383480,"[0, 0]",5,ABD2S6BEJ34DW,1382659200
1142,1570195943,"[4, 5]",5,A1G5Q9HBN0EGDV,1141257600
1143,1570195943,"[0, 0]",5,AWG2O9C42XW5G,1293062400
1144,1570195943,"[6, 9]",5,A1XAF21VZ6BQQ7,1109980800
1145,1570195943,"[0, 0]",5,A2MHCZISNWHQFR,1341705600
1146,1570195943,"[18, 23]",4,A1BXA3SM3AJOKL,1100390400
1147,1570195943,"[0, 0]",5,AHLIPI15WL6SH,1386806400
1148,1571323767,"[0, 0]",5,A3EISFBTLEQC69,1299542400
1149,1571323767,"[3, 3]",5,AZK9CCTYQNRNL,1017273600
1150,1571323767,"[0, 0]",5,A347LQX3G500YN,1387497600
1151,1571323767,"[3, 3]",5,A3TD7B0CT1NHO4,1086220800
1152,1571323767,"[37, 41]",5,A2RNUPVSNW1ZXX,1001462400
1153,1571323767,"[0, 0]",5,ATCUUQYLUSL9Q,1312588800
1154,1572521465,"[52, 52]",5,A37N8F0IVS2SRG,954979200
1155,1572521465,"[8, 8]",5,A77184QJM3PM,1017360000
1156,1572521465,"[4, 4]",5,A3K51Z8GYTWAEE,1153440000
1157,1572521465,"[0, 0]",5,A2JVOW7F37U5FG,1394755200
1158,1572521465,"[0, 0]",5,AG08I5MO55HK5,1366761600
1159,1572521465,"[0, 1]",2,ANS1HZBIJLVU4,1366156800
1160,1572521465,"[3, 3]",5,AYKV6QGDOTW31,948931200
1161,1572521465,"[0, 0]",5,A3PT6SRSIA8GFX,1395964800
1162,1572521465,"[1, 1]",4,A2OJ49FFOYB7RP,1176249600
1163,1572521465,"[2, 2]",5,A3JV7KL1ECLZB8,1346889600
1164,1572521465,"[0, 0]",5,A36IHC0K68NS2,932515200
1165,1572521465,"[3, 3]",5,AVX0O08OG5MHW,956102400
1166,1572521465,"[0, 0]",5,A1ANXIZBD1C976,1284163200
1167,1572521465,"[21, 21]",5,A6XLJQ8KAONQG,940118400
1168,1572521465,"[1, 1]",5,A1JRTDAD17WBQT,1223769600
1169,1572521465,"[2, 3]",5,A1KIXYG6VA5X1A,946857600
1170,1572521465,"[0, 0]",5,A1WBYVK5MRBYY6,1012176000
1171,1572521465,"[0, 0]",5,A2LYJ87Z7YVZEE,1382918400
1172,1572521465,"[2, 2]",5,A3UAEO9LPX6ST9,1068422400
1173,1572521465,"[1, 1]",4,A2GH56CZUX5BCL,1057017600
1174,1572521465,"[0, 0]",5,A1AEEID4YT4P1X,1335225600
1175,1572521465,"[2, 3]",4,A2KBFB6A2D7PNO,1137801600
1176,1572521465,"[2, 8]",3,A2ASIT0JYIGHTA,1071964800
1177,1572521465,"[2, 2]",5,AB2AQMK9PCWWX,950659200
1178,1572524030,"[6, 8]",5,AQLKBEVHUQ0JK,944956800
1179,1572524030,"[46, 48]",4,AE8W6OW6A1M5M,977356800
1180,1572524030,"[3, 3]",5,ASS1P2AA9MSY5,1268956800
1181,1572524030,"[0, 1]",5,A1NUE4ZV0LJNU3,1306800000
1182,1572524030,"[0, 0]",5,A23TJ0PIL5VLRE,1203206400
1183,1572524030,"[1, 4]",5,A9Q28YTLYREO7,959472000
